row_id,subject_id,subject,profession_en,profession_tr,birthplace_en,birthplace_tr,residence_en,residence_tr,field_of_study_en,field_of_study_tr,works_in_industry_en,works_in_industry_tr,name_type,name_rarity_bucket,popularity_rank,popularity_bucket,profession_frequency_bucket,birthplace_frequency_bucket,residence_frequency_bucket,field_of_study_frequency_bucket,works_in_industry_frequency_bucket,branch_group
R03471,S03471,Sevgi Uluöz,Entrepreneur,Girişimci,Nashville-Davidson,Nashville-Davidson,Honolulu,Honolulu,marketing,pazarlama,software,teknoloji,turkish_like,common,73,high,high,medium,medium,high,high,B
R03472,S03472,Maurita Anderson,Model,Model,Aurora,Aurora,Arlington,Arlington,mechanics,mekanik,recreation,egzersiz,english_like,medium,1904,medium,medium,low,low,medium,medium,B
R03473,S03473,Chiquia Thorne,Researcher,Araştırmacı,Cincinnati,Cincinnati,New Orleans,New Orleans,theatre,tiyatro,engineering,teknik,english_like,rare,2830,low,low,low,low,low,low,B
R03474,S03474,Teodora Pace,Sports coach,Spor antrenörü,Charlotte,Charlotte,Austin,Austin,anthropology,antropoloji,media,medya,english_like,rare,1412,medium,medium,low,low,medium,medium,B
R03475,S03475,Charita Lucas,Social media influencer,Sosyal medya fenomeni,Trabzon,Trabzon,Mersin,Mersin,business,işletme,fabrication,imalat,english_like,common,108,high,high,medium,medium,high,high,A
R03476,S03476,Kadir Daraman,University professor,Üniversite profesörü,Chicago,Chicago,Houston,Houston,electricity,elektrik,energy,enerji,turkish_like,medium,3835,low,low,low,low,low,low,A
R03477,S03477,Utku Celtemen,Tennis player,Tenisçi,Ankara,Ankara,Sanliurfa,Şanlıurfa,pharmacy,ilaç,infrastructure,altyapı,turkish_like,medium,3120,low,low,low,low,low,low,A
R03478,S03478,Volkan Aytekin,Physiotherapist,Fizyoterapist,New York,New York,Albuquerque,Albuquerque,fiscal studies,maliye,research,bilim,turkish_like,common,2236,low,low,low,low,low,low,B
R03479,S03479,Denni Colbert,Sailor,Denizci,Columbus,Columbus,San Francisco,San Francisco,nursing,hemşirelik,consulting,strateji,english_like,medium,3833,low,low,low,low,low,low,B
R03480,S03480,Korie Contreras,Physiotherapist,Fizyoterapist,Plano,Plano,Istanbul,İstanbul,physics,fizik,airlines,uçuş,english_like,medium,1162,medium,medium,low,low,medium,medium,A
R03481,S03481,Cathee Hansen,Kindergarten teacher,Anaokulu öğretmeni,Aydin,Aydın,Tekirdag,Tekirdağ,quantitative methods,matematik,catering,yemek,english_like,common,4625,low,low,low,low,low,low,B
R03482,S03482,Ferat Güvercin,Company executive (CEO),Şirket yöneticisi (CEO),Irvine,Irvine,Washington,Washington,cultural analysis,sosyal,construction,inşaat,turkish_like,rare,389,high,high,medium,medium,high,high,A
R03483,S03483,Gonca Karatoprak,Sailor,Denizci,Denizli,Denizli,Istanbul,İstanbul,archaeology,arkeoloji,railways,demiryolu,turkish_like,medium,4038,low,low,low,low,low,low,B
R03484,S03484,Rebecca Nolan,Warehouse manager,Depo yöneticisi,Diyarbakir,Diyarbakır,Mersin,Mersin,statistics,istatistik,textiles,tekstil,english_like,rare,4444,low,low,low,low,low,low,B
R03485,S03485,Alişan Khalil,Dietitian,Diyetisyen,Buffalo,Buffalo,Los Angeles,Los Angeles,software,programlama,catering,yemek,turkish_like,rare,3838,low,low,low,low,low,low,A
R03486,S03486,Ergün Çildir,Biologist,Biyolog,Dallas,Dallas,Lincoln,Lincoln,film studies,sinema,academia,akademi,turkish_like,common,1740,medium,medium,low,low,medium,medium,A
R03487,S03487,Taylan Ünsal,Product designer,Ürün tasarımcısı,Mugla,Muğla,Izmir,İzmir,politics,siyaset,advertising,reklam,turkish_like,common,2085,low,low,low,low,low,low,B
R03488,S03488,Lindsy Atkins,Electrical and electronics engineer,Elektrik-elektronik mühendisi,Mersin,Mersin,Aydin,Aydın,geography,coğrafya,insurance,sigorta,english_like,medium,2250,low,low,low,low,low,low,B
R03489,S03489,Marlyn Gallo,Office manager,Ofis yöneticisi,New York,New York,El Paso,El Paso,economics,ekonomi,welfare,refah,english_like,rare,3973,low,low,low,low,low,low,B
R03490,S03490,Vasfiye Kottaş,Dancer,Dansçı,New Orleans,New Orleans,San Antonio,San Antonio,social care,bakım,farming,tarım,turkish_like,rare,1282,medium,medium,low,low,medium,medium,A
R03491,S03491,Ferit Binboğa,Sewer worker,Kanalizasyon işçisi,Corpus Christi,Corpus Christi,San Antonio,San Antonio,communication,medya,entertainment,eğlence,turkish_like,medium,4786,low,low,low,low,low,low,B
R03492,S03492,Gülden Uzun,Project manager,Proje yöneticisi,San Diego,San Diego,New York,New York,data analytics,veri bilimi,fabrication,imalat,turkish_like,common,2919,low,low,low,low,low,low,B
R03493,S03493,Anthe Todd,Painter,Boyacı,Jacksonville,Jacksonville,Anchorage,Anchorage,electricity,elektrik,books,yayın,english_like,common,4926,low,low,low,low,low,low,B
R03494,S03494,Sinan Taşkın,Physicist,Fizikçi,Bursa,Bursa,Mardin,Mardin,economics,ekonomi,hotels,otel,turkish_like,common,2986,low,low,low,low,low,low,A
R03495,S03495,Audrie Matthews,Geologist,Jeolog,Istanbul,İstanbul,Aydin,Aydın,statistics,istatistik,entertainment,eğlence,english_like,common,4508,low,low,low,low,low,low,B
R03496,S03496,Cherey Stacy,Sailor,Denizci,Virginia Beach,Virginia Beach,Indianapolis,Indianapolis,mechanics,mekanik,waste,atık,english_like,medium,4279,low,low,low,low,low,low,A
R03497,S03497,Chloris Maxwell,Social media manager,Sosyal medya yöneticisi,Chicago,Chicago,Nashville-Davidson,Nashville-Davidson,philosophy,felsefe,biotech,biyoloji,english_like,common,2920,low,low,low,low,low,low,B
R03498,S03498,Maruf Özgür,Social media influencer,Sosyal medya fenomeni,Kahramanmaras,Kahramanmaraş,Gaziantep,Gaziantep,forestry,ormanlar,banking,finans,turkish_like,rare,927,medium,medium,low,low,medium,medium,A
R03499,S03499,Marika Mckenna,Physicist,Fizikçi,Istanbul,İstanbul,St. Petersburg,St. Petersburg,ecology,ekoloji,books,yayın,english_like,rare,1881,medium,medium,low,low,medium,medium,A
R03500,S03500,Sezer Karnas,Actuary,Aktüer,Scottsdale,Scottsdale,Minneapolis,Minneapolis,social care,bakım,healthcare,tıp,turkish_like,rare,3859,low,low,low,low,low,low,B
R03501,S03501,Deonne Small,Fashion stylist,Moda stilisti,Sakarya,Sakarya,Trabzon,Trabzon,linguistics,dilbilim,biotech,biyoloji,english_like,common,1711,medium,medium,low,low,medium,medium,A
R03502,S03502,Yücel Başargan,Mechanical engineer,Makine mühendisi,Los Angeles,Los Angeles,New York,New York,diplomacy,diplomasi,textiles,tekstil,turkish_like,medium,2304,low,low,low,low,low,low,A
R03503,S03503,Ariana Montgomery,Firefighter,İtfaiyeci,Aydin,Aydın,Izmir,İzmir,medicine,tıp,recreation,egzersiz,english_like,common,327,high,high,medium,medium,high,high,B
R03504,S03504,Biddy Mason,Optician,Optisyen,Malatya,Malatya,Antalya,Antalya,geography,coğrafya,welfare,refah,english_like,common,4288,low,low,low,low,low,low,B
R03505,S03505,Muzaffer Akkaş,Chef,Şef aşçı,Istanbul,İstanbul,Afyonkarahisar,Afyonkarahisar,music,müzik,property,emlak,turkish_like,rare,1017,medium,medium,low,low,medium,medium,B
R03506,S03506,Tuğrul Çatuk,Truck driver,Kamyon şoförü,Mersin,Mersin,Konya,Konya,media studies,basın,electrical,elektrik,turkish_like,rare,3139,low,low,low,low,low,low,B
R03507,S03507,Roxane Bartley,Soldier,Asker,Malatya,Malatya,Konya,Konya,cultural analysis,sosyal,banking,finans,english_like,rare,3827,low,low,low,low,low,low,B
R03508,S03508,Sebahat Şatıroğlu,Chemist,Kimyager,Lexington-Fayette,Lexington-Fayette,Antalya,Antalya,pharmacy,ilaç,engineering,teknik,turkish_like,common,1878,medium,medium,low,low,medium,medium,B
R03509,S03509,Mübeccel Ateş,Musician,Müzisyen,Mugla,Muğla,Aydin,Aydın,psychology,psikoloji,infrastructure,altyapı,turkish_like,common,416,high,high,medium,medium,high,high,A
R03510,S03510,Martha Kruse,Bricklayer,Duvar ustası,Mardin,Mardin,Tekirdag,Tekirdağ,diplomacy,diplomasi,investment,yatirim,english_like,rare,4913,low,low,low,low,low,low,A
R03511,S03511,Lauree Beck,Courier,Kurye,Washington,Washington,Toledo,Toledo,psychology,psikoloji,chemicals,kimya,english_like,medium,2551,low,low,low,low,low,low,B
R03512,S03512,Raşan Sağır,Finance specialist,Finans uzmanı,Philadelphia,Philadelphia,Boston,Boston,film studies,sinema,security,güvenlik,turkish_like,rare,2806,low,low,low,low,low,low,B
R03513,S03513,Raquela Stephenson,Academic,Akademisyen,Winston-Salem,Winston-Salem,San Antonio,San Antonio,politics,siyaset,consulting,strateji,english_like,rare,1750,medium,medium,low,low,medium,medium,A
R03514,S03514,Sevgi Fırat,Translator,Çevirmen,Antalya,Antalya,Nashville-Davidson,Nashville-Davidson,teaching,didaktik,space,uzay,turkish_like,common,1897,medium,medium,low,low,medium,medium,B
R03515,S03515,Taner Selim,Wedding planner,Düğün planlayıcısı,Gaziantep,Gaziantep,Adana,Adana,architecture,mimarlık,textiles,tekstil,turkish_like,rare,3385,low,low,low,low,low,low,A
R03516,S03516,Mücella Gültekin,Mobile application developer,Mobil uygulama geliştiricisi,Cleveland,Cleveland,Izmir,İzmir,management,yönetim,fabrication,imalat,turkish_like,rare,1892,medium,medium,low,low,medium,medium,B
R03517,S03517,Constantine Malone,Investment banker,Yatırım bankacısı,Norfolk,Norfolk,Austin,Austin,archaeology,arkeoloji,accounting,muhasebe,english_like,common,3102,low,low,low,low,low,low,B
R03518,S03518,Linette Chatman,Singer,Şarkıcı,Kahramanmaras,Kahramanmaraş,Izmir,İzmir,tourism,turizm,security,güvenlik,english_like,rare,1134,medium,medium,low,low,medium,medium,A
R03519,S03519,Beverlie Hunt,Emergency medical technician,Acil tıp teknisyeni,Winston-Salem,Winston-Salem,Denver,Denver,computing,bilişim,software,teknoloji,english_like,common,3563,low,low,low,low,low,low,A
R03520,S03520,Clarie Mcgee,Tennis player,Tenisçi,Trabzon,Trabzon,Adana,Adana,software,programlama,automotive,otomotiv,english_like,common,2380,low,low,low,low,low,low,B
R03521,S03521,Veysel Paköz,Civil servant,Devlet memuru,Izmir,İzmir,Ankara,Ankara,logistics,lojistik,banking,finans,turkish_like,medium,2541,low,low,low,low,low,low,A
R03522,S03522,Miquela Montano,Software engineer,Yazılım mühendisi,Philadelphia,Philadelphia,Minneapolis,Minneapolis,teaching,didaktik,healthcare,tıp,english_like,rare,906,medium,medium,low,low,medium,medium,A
R03523,S03523,Adel Calhoun,Agricultural worker,Tarım işçisi,Fresno,Fresno,New York,New York,logistics,lojistik,space,uzay,english_like,common,4951,low,low,low,low,low,low,B
R03524,S03524,Seda Bak,Environmental engineer,Çevre mühendisi,Denizli,Denizli,Trabzon,Trabzon,law,hukuk,hotels,otel,turkish_like,medium,4109,low,low,low,low,low,low,B
R03525,S03525,Jaine Thurman,Industrial designer,Endüstriyel tasarımcı,Konya,Konya,Aydin,Aydın,computing,bilişim,property,emlak,english_like,medium,2867,low,low,low,low,low,low,A
R03526,S03526,Melli Burgess,Tennis player,Tenisçi,Antalya,Antalya,Los Angeles,Los Angeles,governance,kamu,engineering,teknik,english_like,medium,1483,medium,medium,low,low,medium,medium,A
R03527,S03527,Catrina Love,Doctor,Doktor,Houston,Houston,Diyarbakir,Diyarbakır,literature,edebiyat,gaming,oyun,english_like,common,1446,medium,medium,low,low,medium,medium,B
R03528,S03528,Evren Baysal,Physiotherapist,Fizyoterapist,Ankara,Ankara,Kayseri,Kayseri,philosophy,felsefe,media,medya,turkish_like,common,1628,medium,medium,low,low,medium,medium,A
R03529,S03529,Hasret Sari,Courier,Kurye,Los Angeles,Los Angeles,Konya,Konya,history,tarih,pharmaceuticals,ilaç,turkish_like,rare,4019,low,low,low,low,low,low,A
R03530,S03530,Deniz Elçi,Project manager,Proje yöneticisi,North Las Vegas,North Las Vegas,San Antonio,San Antonio,design,dizayn,research,bilim,turkish_like,medium,4028,low,low,low,low,low,low,A
R03531,S03531,Clarey Owen,Journalist,Gazeteci,Oklahoma City,Oklahoma City,Adana,Adana,anthropology,antropoloji,insurance,sigorta,english_like,common,1637,medium,medium,low,low,medium,medium,A
R03532,S03532,Larisa Carmichael,Model,Model,Bursa,Bursa,Diyarbakir,Diyarbakır,theatre,tiyatro,logistics,lojistik,english_like,rare,685,medium,medium,low,low,medium,medium,A
R03533,S03533,İtibar Bulur,Secretary,Sekreter,Antalya,Antalya,Trabzon,Trabzon,ecology,ekoloji,government,kamu,turkish_like,medium,2747,low,low,low,low,low,low,A
R03534,S03534,Tümay Berk,Environmental engineer,Çevre mühendisi,Kayseri,Kayseri,Istanbul,İstanbul,philosophy,felsefe,maritime,deniz,turkish_like,common,3007,low,low,low,low,low,low,B
R03535,S03535,Anıl Dayangaç,Scientist,Bilim insanı,Los Angeles,Los Angeles,Tucson,Tucson,animal care,hayvan,retail,perakende,turkish_like,rare,711,medium,medium,low,low,medium,medium,A
R03536,S03536,Abigael Flynn,Agricultural worker,Tarım işçisi,Ordu,Ordu,Izmir,İzmir,social care,bakım,extraction,maden,english_like,common,4787,low,low,low,low,low,low,A
R03537,S03537,Şükrü Özer,Public relations specialist,Halkla ilişkiler uzmanı,Seattle,Seattle,Los Angeles,Los Angeles,physics,fizik,welfare,refah,turkish_like,common,1550,medium,medium,low,low,medium,medium,A
R03538,S03538,Desiri Dickey,Environmental engineer,Çevre mühendisi,St. Paul,St. Paul,Cleveland,Cleveland,exercise science,hareket,railways,demiryolu,english_like,medium,2746,low,low,low,low,low,low,A
R03539,S03539,Muammer Kutluyurdu,Taxi driver,Taksi şoförü,Austin,Austin,Winston-Salem,Winston-Salem,electricity,elektrik,automotive,otomotiv,turkish_like,medium,4011,low,low,low,low,low,low,A
R03540,S03540,Feyza Altuna,Meteorologist,Meteorolog,Tampa,Tampa,Cleveland,Cleveland,music,müzik,trade,ticaret,turkish_like,medium,4601,low,low,low,low,low,low,B
R03541,S03541,Berte Downs,Singer,Şarkıcı,Scottsdale,Scottsdale,Memphis,Memphis,history,tarih,biotech,biyoloji,english_like,medium,66,high,high,medium,medium,high,high,B
R03542,S03542,Terra Kenney,YouTuber,YouTuber,Izmir,İzmir,Kahramanmaras,Kahramanmaraş,biology,biyoloji,gaming,oyun,english_like,rare,620,medium,medium,low,low,medium,medium,B
R03543,S03543,Audi Hobbs,Veterinarian,Veteriner,Memphis,Memphis,San Francisco,San Francisco,animal care,hayvan,tourism,turizm,english_like,common,2006,low,low,low,low,low,low,A
R03544,S03544,Vicky Hager,Therapist,Terapist,Houston,Houston,Antalya,Antalya,dental studies,diş,arts,sanat,english_like,rare,1414,medium,medium,low,low,medium,medium,A
R03545,S03545,Sultan Yüzbaşıoğlu,Doctor,Doktor,Honolulu,Honolulu,Houston,Houston,pharmacy,ilaç,accounting,muhasebe,turkish_like,common,41,high,high,medium,medium,high,high,A
R03546,S03546,Cem Seven,Fashion stylist,Moda stilisti,Gaziantep,Gaziantep,Istanbul,İstanbul,management,yönetim,tourism,turizm,turkish_like,medium,2860,low,low,low,low,low,low,B
R03547,S03547,Ülkühan Kocubeyoğlu,Truck driver,Kamyon şoförü,Kayseri,Kayseri,Sanliurfa,Şanlıurfa,nursing,hemşirelik,entertainment,eğlence,turkish_like,medium,4476,low,low,low,low,low,low,A
R03548,S03548,Celina Kerns,Stock trader,Borsa yatırımcısı,San Jose,San Jose,Buffalo,Buffalo,exercise science,hareket,law,hukuk,english_like,rare,3447,low,low,low,low,low,low,A
R03549,S03549,Miray Karpuz,Office manager,Ofis yöneticisi,Chicago,Chicago,New York,New York,geography,coğrafya,pharmaceuticals,ilaç,turkish_like,medium,4098,low,low,low,low,low,low,B
R03550,S03550,Zühal Belgemen,Logistics specialist,Lojistik uzmanı,Dallas,Dallas,Seattle,Seattle,forestry,ormanlar,chemicals,kimya,turkish_like,common,3674,low,low,low,low,low,low,A
R03551,S03551,Priscella Robbins,Truck driver,Kamyon şoförü,Sakarya,Sakarya,Antalya,Antalya,film studies,sinema,advertising,reklam,english_like,medium,4126,low,low,low,low,low,low,A
R03552,S03552,Catherine Beard,Speech therapist,Konuşma terapisti,Adana,Adana,Istanbul,İstanbul,agriculture,tarım,groceries,gıda,english_like,common,4677,low,low,low,low,low,low,A
R03553,S03553,Hayriye Kemik,Photographer,Fotoğrafçı,Baton Rouge,Baton Rouge,Detroit,Detroit,anthropology,antropoloji,fashion,moda,turkish_like,medium,2482,low,low,low,low,low,low,A
R03554,S03554,Sevil Köşker,Basketball player,Basketbolcu,Santa Ana,Santa Ana,Fort Worth,Fort Worth,business,işletme,communications,telekom,turkish_like,common,816,medium,medium,low,low,medium,medium,B
R03555,S03555,Zerrin Kuşku,Pastry chef,Pastacı,Sakarya,Sakarya,Trabzon,Trabzon,biology,biyoloji,airlines,uçuş,turkish_like,common,4546,low,low,low,low,low,low,A
R03556,S03556,Claude Proctor,Bartender,Barmen,Mersin,Mersin,Ankara,Ankara,tourism,turizm,recreation,egzersiz,english_like,medium,3684,low,low,low,low,low,low,B
R03557,S03557,Cecilla Clinton,Customer service representative,Müşteri hizmetleri temsilcisi,St. Paul,St. Paul,Nashville-Davidson,Nashville-Davidson,media studies,basın,government,kamu,english_like,medium,4307,low,low,low,low,low,low,A
R03558,S03558,Yetkin Tazeoğlu,Academic,Akademisyen,Istanbul,İstanbul,Izmir,İzmir,construction,inşaat,fashion,moda,turkish_like,rare,3739,low,low,low,low,low,low,B
R03559,S03559,Tayfur Uluba,Actuary,Aktüer,New York,New York,Aurora,Aurora,theatre,tiyatro,energy,enerji,turkish_like,common,4757,low,low,low,low,low,low,A
R03560,S03560,Chiquia Vance,Dietitian,Diyetisyen,North Las Vegas,North Las Vegas,Jacksonville,Jacksonville,business,işletme,logistics,lojistik,english_like,common,2326,low,low,low,low,low,low,A
R03561,S03561,Ariadne Jenkins,Psychologist,Psikolog,Samsun,Samsun,Dallas,Dallas,data analytics,veri bilimi,software,teknoloji,english_like,common,1993,medium,medium,low,low,medium,medium,B
R03562,S03562,Ferdi Yurt,Psychologist,Psikolog,Diyarbakir,Diyarbakır,Izmir,İzmir,literature,edebiyat,electrical,elektrik,turkish_like,common,540,medium,medium,low,low,medium,medium,B
R03563,S03563,Yıldırım Azrak,Comedian,Komedyen,Afyonkarahisar,Afyonkarahisar,Balikesir,Balıkesir,linguistics,dilbilim,books,yayın,turkish_like,rare,1548,medium,medium,low,low,medium,medium,A
R03564,S03564,Fikri Akan,Insurance advisor,Sigorta danışmanı,Manisa,Manisa,Seattle,Seattle,law,hukuk,architecture,mimarlık,turkish_like,rare,2833,low,low,low,low,low,low,A
R03565,S03565,Ferda Kuyucu,Video game developer,Video oyunu geliştiricisi,San Jose,San Jose,Milwaukee,Milwaukee,chemistry,kimya,media,medya,turkish_like,common,2625,low,low,low,low,low,low,B
R03566,S03566,Misha Horne,Civil servant,Devlet memuru,Istanbul,İstanbul,Bursa,Bursa,cultural analysis,sosyal,investment,yatirim,english_like,medium,2886,low,low,low,low,low,low,A
R03567,S03567,Ezgi Yalçın,Emergency medical technician,Acil tıp teknisyeni,Kocaeli,Kocaeli,Ankara,Ankara,quantitative methods,matematik,architecture,mimarlık,turkish_like,common,3476,low,low,low,low,low,low,B
R03568,S03568,Gülperi Kandemir,Librarian,Kütüphaneci,Jacksonville,Jacksonville,Austin,Austin,governance,kamu,farming,tarım,turkish_like,common,3167,low,low,low,low,low,low,B
R03569,S03569,Aziz Esen,Audiologist,Odyolog,Chicago,Chicago,Minneapolis,Minneapolis,construction,inşaat,infrastructure,altyapı,turkish_like,rare,3997,low,low,low,low,low,low,A
R03570,S03570,Mel Thomson,Firefighter,İtfaiyeci,Bursa,Bursa,Indianapolis,Indianapolis,marketing,pazarlama,arts,sanat,english_like,rare,1206,medium,medium,low,low,medium,medium,A
R03571,S03571,Berte Swain,Finance specialist,Finans uzmanı,Charlotte,Charlotte,Tucson,Tucson,fiscal studies,maliye,books,yayın,english_like,medium,2821,low,low,low,low,low,low,B
R03572,S03572,Loretta Talley,Social media influencer,Sosyal medya fenomeni,Los Angeles,Los Angeles,Memphis,Memphis,statistics,istatistik,construction,inşaat,english_like,medium,1147,medium,medium,low,low,medium,medium,A
R03573,S03573,Rosy Joyce,Public relations specialist,Halkla ilişkiler uzmanı,Baltimore,Baltimore,Izmir,İzmir,design,dizayn,law,hukuk,english_like,rare,2989,low,low,low,low,low,low,B
R03574,S03574,Suat İleri,Judge,Hâkim,Trabzon,Trabzon,Sanliurfa,Şanlıurfa,communication,medya,catering,yemek,turkish_like,rare,2713,low,low,low,low,low,low,A
R03575,S03575,Birgül Demirgan,Librarian,Kütüphaneci,Kocaeli,Kocaeli,Mersin,Mersin,marketing,pazarlama,airlines,uçuş,turkish_like,common,4687,low,low,low,low,low,low,A
R03576,S03576,Üzeyir Şen,Fisherman,Balıkçı,Ankara,Ankara,Bursa,Bursa,communication,medya,consulting,strateji,turkish_like,medium,4043,low,low,low,low,low,low,B
R03577,S03577,Audrie Tillman,Diplomat,Diplomat,Ordu,Ordu,Bursa,Bursa,chemistry,kimya,retail,perakende,english_like,medium,2979,low,low,low,low,low,low,B
R03578,S03578,Ardith Conway,Cybersecurity specialist,Siber güvenlik uzmanı,Bursa,Bursa,Ankara,Ankara,physics,fizik,extraction,maden,english_like,common,2939,low,low,low,low,low,low,B
R03579,S03579,Cornela Archer,Real estate agent,Emlak danışmanı,Philadelphia,Philadelphia,Jacksonville,Jacksonville,archaeology,arkeoloji,research,bilim,english_like,medium,2128,low,low,low,low,low,low,A
R03580,S03580,Atılgan Asıg,Diplomat,Diplomat,New York,New York,Milwaukee,Milwaukee,nursing,hemşirelik,academia,akademi,turkish_like,rare,3051,low,low,low,low,low,low,A
R03581,S03581,Tuğrul Kızmaz,Management consultant,Yönetim danışmanı,Istanbul,İstanbul,Ordu,Ordu,accounting,muhasebe,fabrication,imalat,turkish_like,medium,3513,low,low,low,low,low,low,A
R03582,S03582,Cary Ventura,Lawyer,Avukat,Afyonkarahisar,Afyonkarahisar,Kayseri,Kayseri,architecture,mimarlık,maritime,deniz,english_like,medium,1155,medium,medium,low,low,medium,medium,B
R03583,S03583,Daniella Babb,Travel agent,Seyahat acentesi danışmanı,Adana,Adana,Bursa,Bursa,fiscal studies,maliye,entertainment,eğlence,english_like,rare,3554,low,low,low,low,low,low,A
R03584,S03584,Ezel Koluş,Chef,Şef aşçı,Balikesir,Balıkesir,Cleveland,Cleveland,economics,ekonomi,groceries,gıda,turkish_like,rare,1044,medium,medium,low,low,medium,medium,B
R03585,S03585,Çetin Selvi,Model,Model,New York,New York,Pittsburgh,Pittsburgh,medicine,tıp,waste,atık,turkish_like,common,1727,medium,medium,low,low,medium,medium,B
R03586,S03586,Sibel Göncü,Garbage collector,Çöp toplama görevlisi,Oklahoma City,Oklahoma City,Los Angeles,Los Angeles,software,programlama,construction,inşaat,turkish_like,medium,4948,low,low,low,low,low,low,A
R03587,S03587,Bernete Kruse,Psychologist,Psikolog,Ankara,Ankara,Malatya,Malatya,forestry,ormanlar,advertising,reklam,english_like,medium,1381,medium,medium,low,low,medium,medium,A
R03588,S03588,Cundullah Uluöz,Music producer,Müzik yapımcısı,Indianapolis,Indianapolis,St. Petersburg,St. Petersburg,politics,siyaset,hotels,otel,turkish_like,medium,3268,low,low,low,low,low,low,B
R03589,S03589,Linzy Fuller,Civil engineer,İnşaat mühendisi,Ankara,Ankara,Gaziantep,Gaziantep,quantitative methods,matematik,timber,orman,english_like,medium,2859,low,low,low,low,low,low,A
R03590,S03590,Baran Keleş,Historian,Tarihçi,Sanliurfa,Şanlıurfa,Afyonkarahisar,Afyonkarahisar,statistics,istatistik,academia,akademi,turkish_like,medium,4644,low,low,low,low,low,low,B
R03591,S03591,Zehra Cerit,Butcher,Kasap,Newark,Newark,Richmond,Richmond,economics,ekonomi,railways,demiryolu,turkish_like,medium,4143,low,low,low,low,low,low,B
R03592,S03592,Blakelee Jordan,Scientist,Bilim insanı,Mersin,Mersin,Cleveland,Cleveland,dental studies,diş,trade,ticaret,english_like,common,1366,medium,medium,low,low,medium,medium,A
R03593,S03593,Marcelle Sumner,Artificial intelligence specialist,Yapay zekâ uzmanı,Boston,Boston,Washington,Washington,electricity,elektrik,timber,orman,english_like,rare,1416,medium,medium,low,low,medium,medium,A
R03594,S03594,Cecily Kessler,Film director,Film yönetmeni,Aydin,Aydın,Mersin,Mersin,data analytics,veri bilimi,catering,yemek,english_like,medium,249,high,high,medium,medium,high,high,B
R03595,S03595,Ülkühan İnanç,Comedian,Komedyen,Denver,Denver,St. Louis,St. Louis,agriculture,tarım,insurance,sigorta,turkish_like,rare,522,medium,medium,low,low,medium,medium,B
R03596,S03596,Krystalle Shea,Astronaut,Astronot,Colorado Springs,Colorado Springs,Mersin,Mersin,social care,bakım,farming,tarım,english_like,medium,519,medium,medium,low,low,medium,medium,B
R03597,S03597,Velat Çetemen,Auto mechanic,Oto tamircisi,Irvine,Irvine,Arlington,Arlington,accounting,muhasebe,communications,telekom,turkish_like,common,4985,low,low,low,low,low,low,A
R03598,S03598,Sezer Görünmez,Diplomat,Diplomat,Gilbert,Gilbert,Konya,Konya,ecology,ekoloji,healthcare,tıp,turkish_like,rare,3164,low,low,low,low,low,low,B
R03599,S03599,Sinan Sak,Agricultural worker,Tarım işçisi,Izmir,İzmir,Manisa,Manisa,mechanics,mekanik,energy,enerji,turkish_like,common,4353,low,low,low,low,low,low,B
R03600,S03600,Ozan Giray,Photographer,Fotoğrafçı,Mersin,Mersin,Bursa,Bursa,mechanics,mekanik,waste,atık,turkish_like,medium,2455,low,low,low,low,low,low,B
R03601,S03601,Gökhan Sürüm,Company executive (CEO),Şirket yöneticisi (CEO),San Francisco,San Francisco,New York,New York,linguistics,dilbilim,banking,finans,turkish_like,common,2224,low,low,low,low,low,low,B
R03602,S03602,Mandy Bledsoe,Urban planner,Şehir plancısı,Gaziantep,Gaziantep,Lincoln,Lincoln,geography,coğrafya,biotech,biyoloji,english_like,rare,3253,low,low,low,low,low,low,B
R03603,S03603,Miquela Berg,Flight attendant,Kabin memuru,Aurora,Aurora,Newark,Newark,dental studies,diş,architecture,mimarlık,english_like,medium,2325,low,low,low,low,low,low,A
R03604,S03604,Bert Nunez,Miner,Madenci,San Jose,San Jose,Honolulu,Honolulu,psychology,psikoloji,maritime,deniz,english_like,common,3879,low,low,low,low,low,low,B
R03605,S03605,Eyüp Yağcı,Nurse,Hemşire,Ordu,Ordu,Antalya,Antalya,animal care,hayvan,logistics,lojistik,turkish_like,medium,2233,low,low,low,low,low,low,A
R03606,S03606,Arman Nurlu,Police officer,Polis memuru,Istanbul,İstanbul,Mugla,Muğla,archaeology,arkeoloji,communications,telekom,turkish_like,rare,319,high,high,medium,medium,high,high,A
R03607,S03607,Chelsea Haney,Laboratory technician,Laboratuvar teknisyeni,San Bernardino,San Bernardino,Toledo,Toledo,pharmacy,ilaç,biotech,biyoloji,english_like,medium,4081,low,low,low,low,low,low,B
R03608,S03608,Zeynep Akçalı,Miner,Madenci,Samsun,Samsun,Ankara,Ankara,pharmacy,ilaç,trade,ticaret,turkish_like,common,4867,low,low,low,low,low,low,B
R03609,S03609,Belinda Swift,Fashion designer,Moda tasarımcısı,Antalya,Antalya,Anaheim,Anaheim,architecture,mimarlık,pharmaceuticals,ilaç,english_like,medium,1115,medium,medium,low,low,medium,medium,B
R03610,S03610,Catina Gallagher,Actor,Oyuncu,Chesapeake,Chesapeake,Irving,Irving,music,müzik,fabrication,imalat,english_like,common,459,high,high,medium,medium,high,high,A
