subject_id,subject,block_id,field_of_study_en,field_of_study_tr,field_source_taxonomy,field_source_category,works_in_industry_en,works_in_industry_tr,industry_source_taxonomy,industry_source_category,profession_category,branch_group,name_type,name_rarity_bucket,popularity_bucket,field_seed,industry_seed,industry_repair_swaps
S03674,Selahattin Sevinç,B37,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,entertainment,B,turkish_like,medium,medium,2026071101,2026071102,6
S03675,Bidget Mcguire,B37,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,construction,inşaat,NACE Rev. 2.1,F Construction,education,B,english_like,common,medium,2026071101,2026071102,6
S03676,Feza Okçu,B37,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,media,A,turkish_like,rare,low,2026071101,2026071102,6
S03677,Barbabra Carroll,B37,statistics,istatistik,ISCED-F 2013,0542 Statistics,property,emlak,NACE Rev. 2.1,L Real estate activities,manual_labor,A,english_like,common,low,2026071101,2026071102,6
S03678,Handan Demirdağ,B37,governance,kamu,ISCED-F 2013,0413 Management and administration,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,finance,B,turkish_like,rare,low,2026071101,2026071102,6
S03679,Binnie Hogan,B37,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,construction,inşaat,NACE Rev. 2.1,F Construction,general,A,english_like,common,low,2026071101,2026071102,6
S03680,İnanç Özek,B37,physics,fizik,ISCED-F 2013,0533 Physics,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,general,A,turkish_like,rare,low,2026071101,2026071102,6
S03681,Betsy Hardin,B37,chemistry,kimya,ISCED-F 2013,0531 Chemistry,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,general,A,english_like,common,low,2026071101,2026071102,6
S03682,Mutlu Çetinkor,B37,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,B,turkish_like,common,medium,2026071101,2026071102,6
S03683,Blakeley Mcdonald,B37,software,programlama,ISCED-F 2013,0613 Software and applications development,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,legal,B,english_like,common,high,2026071101,2026071102,6
S03684,Özlem Karademir,B37,software,programlama,ISCED-F 2013,0613 Software and applications development,books,yayın,NACE Rev. 2.1,J58 Publishing activities,general,B,turkish_like,common,medium,2026071101,2026071102,6
S03685,Bilal Duyan,B37,management,yönetim,ISCED-F 2013,0413 Management and administration,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,logistics,B,turkish_like,rare,low,2026071101,2026071102,6
S03686,Marcille Clark,B37,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,general,B,english_like,medium,high,2026071101,2026071102,6
S03687,Aundrea Blount,B37,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,academia,akademi,NACE Rev. 2.1,P Education,sports,A,english_like,medium,medium,2026071101,2026071102,6
S03688,Bengü Elverdi,B37,biology,biyoloji,ISCED-F 2013,0511 Biology,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,entertainment,B,turkish_like,common,low,2026071101,2026071102,6
S03689,Raina Patel,B37,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,english_like,medium,medium,2026071101,2026071102,6
S03690,Bethina Tanner,B37,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,A,english_like,common,low,2026071101,2026071102,6
S03691,Shaine Murphy,B37,economics,ekonomi,ISCED-F 2013,0311 Economics,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,english_like,medium,medium,2026071101,2026071102,6
S03692,Charis Cahill,B37,social care,bakım,ISCED-F 2013,0923 Social work and counselling,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,general,B,english_like,medium,medium,2026071101,2026071102,6
S03693,Cordy Bowen,B37,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,public_service,A,english_like,common,high,2026071101,2026071102,6
S03694,Cecily Holloway,B37,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,general,A,english_like,common,medium,2026071101,2026071102,6
S03695,Bebe Lehman,B37,communication,medya,ISCED-F 2013,0321 Journalism and reporting,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,sports,A,english_like,medium,low,2026071101,2026071102,6
S03696,Remziye Arkan,B37,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,entertainment,B,turkish_like,common,low,2026071101,2026071102,6
S03697,Belvia Robbins,B37,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,logistics,A,english_like,common,low,2026071101,2026071102,6
S03698,Blair Zimmerman,B37,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,finance,A,english_like,common,low,2026071101,2026071102,6
S03699,Malinda Varner,B37,history,tarih,ISCED-F 2013,0222 History and archaeology,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,sports,B,english_like,rare,medium,2026071101,2026071102,6
S03700,Abdulkerim Ülger,B37,chemistry,kimya,ISCED-F 2013,0531 Chemistry,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,sports,A,turkish_like,rare,low,2026071101,2026071102,6
S03701,Coşkun Bayana,B38,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,books,yayın,NACE Rev. 2.1,J58 Publishing activities,education,A,turkish_like,medium,low,2026071101,2026071102,6
S03702,Adil Yüzer,B38,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,retail,perakende,NACE Rev. 2.1,G47 Retail trade,administration,A,turkish_like,rare,low,2026071101,2026071102,6
S03703,Gülbahar Baysoy,B38,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S03704,Füsun Gülcan,B38,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,engineering,A,turkish_like,medium,low,2026071101,2026071102,6
S03705,Mirabella Cook,B38,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,entertainment,A,english_like,medium,low,2026071101,2026071102,6
S03706,Nursel Demirel,B38,logistics,lojistik,ISCED-F 2013,1041 Transport services,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,healthcare,A,turkish_like,common,low,2026071101,2026071102,6
S03707,Mehri Yasa,B38,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S03708,Ennur Bükülmez,B38,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,logistics,B,turkish_like,medium,low,2026071101,2026071102,6
S03709,Semra Erden,B38,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,general,B,turkish_like,common,low,2026071101,2026071102,6
S03710,Cecelia Singleton,B38,history,tarih,ISCED-F 2013,0222 History and archaeology,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,engineering,A,english_like,common,low,2026071101,2026071102,6
S03711,Evren İlbay,B38,animal care,hayvan,ISCED-F 2013,0841 Veterinary,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,entertainment,A,turkish_like,medium,high,2026071101,2026071102,6
S03712,Kemal Karçin,B38,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,chemicals,kimya,NACE Rev. 2.1,C20 Manufacture of chemicals,general,B,turkish_like,rare,medium,2026071101,2026071102,6
S03713,İsmail Bulut,B38,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,technology,B,turkish_like,common,low,2026071101,2026071102,6
S03714,Nani Shields,B38,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,general,A,english_like,medium,low,2026071101,2026071102,6
S03715,Gülperi Bahçebaşı,B38,pharmacy,ilaç,ISCED-F 2013,0916 Pharmacy,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,A,turkish_like,common,low,2026071101,2026071102,6
S03716,Gülperi Yenidoğan,B38,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,engineering,teknik,NACE Rev. 2.1,M71 Architectural and engineering activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S03717,Bernita Henderson,B38,dental studies,diş,ISCED-F 2013,0911 Dental studies,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,hospitality,B,english_like,common,medium,2026071101,2026071102,6
S03718,Susann Elmore,B38,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,healthcare,B,english_like,rare,low,2026071101,2026071102,6
S03719,Audry Mosley,B38,physics,fizik,ISCED-F 2013,0533 Physics,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,research,B,english_like,common,medium,2026071101,2026071102,6
S03720,Yücel Bilgiç,B38,computing,bilişim,ISCED-F 2013,0613 Software and applications development,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,sports,B,turkish_like,common,low,2026071101,2026071102,6
S03721,Chanda Guzman,B38,forestry,ormanlar,ISCED-F 2013,0821 Forestry,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,entertainment,A,english_like,common,medium,2026071101,2026071102,6
S03722,Rosie Olson,B38,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,engineering,B,english_like,medium,medium,2026071101,2026071102,6
S03723,Yener Fırat,B38,geography,coğrafya,ISCED-F 2013,0532 Earth sciences,maritime,deniz,NACE Rev. 2.1,H50 Water transport,general,B,turkish_like,common,medium,2026071101,2026071102,6
S03724,Blinny Graves,B38,social care,bakım,ISCED-F 2013,0923 Social work and counselling,government,kamu,NACE Rev. 2.1,O Public administration and defence,construction,B,english_like,common,low,2026071101,2026071102,6
S03725,Nurcan Çatuk,B38,exercise science,hareket,ISCED-F 2013,1014 Sports,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,sports,A,turkish_like,rare,medium,2026071101,2026071102,6
S03726,Mellie Fenton,B38,biology,biyoloji,ISCED-F 2013,0511 Biology,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,general,B,english_like,rare,low,2026071101,2026071102,6
S03727,Derya Yanni,B38,law,hukuk,ISCED-F 2013,0421 Law,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,sports,B,turkish_like,common,medium,2026071101,2026071102,6
S03728,Coralyn Darby,B38,linguistics,dilbilim,ISCED-F 2013,0232 Literature and linguistics,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,technology,B,english_like,rare,high,2026071101,2026071102,6
S03729,Laney Davenport,B38,management,yönetim,ISCED-F 2013,0413 Management and administration,entertainment,eğlence,NACE Rev. 2.1,R90 Creative arts and entertainment,public_service,B,english_like,medium,low,2026071101,2026071102,6
S03730,İpek Güzelküçük,B38,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,entertainment,A,turkish_like,medium,high,2026071101,2026071102,6
S03731,Mahperi Fırat,B38,business,işletme,ISCED-F 2013,0410 Business and administration,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,manual_labor,B,turkish_like,common,low,2026071101,2026071102,6
S03732,Hatice Bektaş,B38,computing,bilişim,ISCED-F 2013,0613 Software and applications development,biotech,biyoloji,NACE Rev. 2.1,M72 Scientific research and development,general,B,turkish_like,common,low,2026071101,2026071102,6
S03733,Zafer Düger,B38,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,investment,yatirim,NACE Rev. 2.1,K66 Activities auxiliary to financial services,general,B,turkish_like,common,low,2026071101,2026071102,6
S03734,Mabelle Bergeron,B38,nursing,hemşirelik,ISCED-F 2013,0913 Nursing and midwifery,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,sports,B,english_like,medium,high,2026071101,2026071102,6
S03735,Şeyma Pişirgen,B38,cultural analysis,sosyal,ISCED-F 2013,0314 Sociology and cultural studies,healthcare,tıp,NACE Rev. 2.1,Q Human health and social work activities,sports,A,turkish_like,common,low,2026071101,2026071102,6
S03736,Dilan Aykuş,B38,animal care,hayvan,ISCED-F 2013,0841 Veterinary,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03737,Tuncay Paksoy,B38,history,tarih,ISCED-F 2013,0222 History and archaeology,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03738,Raina Valentin,B38,management,yönetim,ISCED-F 2013,0413 Management and administration,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,general,A,english_like,rare,low,2026071101,2026071102,6
S03739,Maxi Walters,B38,music,müzik,ISCED-F 2013,0215 Music and performing arts,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,general,A,english_like,medium,low,2026071101,2026071102,6
S03740,Merve Bostankolu,B38,design,dizayn,ISCED-F 2013,0212 Fashion interior and industrial design,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03741,Constancia Barrera,B38,law,hukuk,ISCED-F 2013,0421 Law,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,general,A,english_like,medium,medium,2026071101,2026071102,6
S03742,Corenda Bennett,B38,exercise science,hareket,ISCED-F 2013,1014 Sports,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,general,B,english_like,common,medium,2026071101,2026071102,6
S03743,Cherin Bloom,B38,medicine,tıp,ISCED-F 2013,0912 Medicine,retail,perakende,NACE Rev. 2.1,G47 Retail trade,finance,B,english_like,medium,low,2026071101,2026071102,6
S03744,Gözde Söker,B38,governance,kamu,ISCED-F 2013,0413 Management and administration,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,entertainment,B,turkish_like,medium,medium,2026071101,2026071102,6
S03745,Min Mccann,B38,music,müzik,ISCED-F 2013,0215 Music and performing arts,groceries,gıda,NACE Rev. 2.1,C10 Manufacture of food products,public_service,B,english_like,rare,low,2026071101,2026071102,6
S03746,Nara Singer,B38,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,general,B,english_like,rare,low,2026071101,2026071102,6
S03747,Ferat Bahçeci,B38,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,property,emlak,NACE Rev. 2.1,L Real estate activities,sports,B,turkish_like,rare,low,2026071101,2026071102,6
S03748,Faris Gürakan,B38,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,construction,inşaat,NACE Rev. 2.1,F Construction,research,B,turkish_like,rare,low,2026071101,2026071102,6
S03749,Ardenia Merritt,B38,media studies,basın,ISCED-F 2013,0321 Journalism and reporting,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,general,B,english_like,common,low,2026071101,2026071102,6
S03750,Esen Taş,B38,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,insurance,sigorta,NACE Rev. 2.1,K65 Insurance and pension funding,construction,A,turkish_like,medium,low,2026071101,2026071102,6
S03751,Göksel Demirel,B38,communication,medya,ISCED-F 2013,0321 Journalism and reporting,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,hospitality,A,turkish_like,medium,low,2026071101,2026071102,6
S03752,Rukiye Sarıcanbaz,B38,psychology,psikoloji,ISCED-F 2013,0313 Psychology,catering,yemek,NACE Rev. 2.1,I56 Food and beverage service activities,sports,B,turkish_like,medium,low,2026071101,2026071102,6
S03753,Cherianne Peters,B38,dental studies,diş,ISCED-F 2013,0911 Dental studies,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,finance,B,english_like,common,low,2026071101,2026071102,6
S03754,Audrey Green,B38,architecture,mimarlık,ISCED-F 2013,0731 Architecture and town planning,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,public_service,B,english_like,common,low,2026071101,2026071102,6
S03755,Funda Baymak,B38,chemistry,kimya,ISCED-F 2013,0531 Chemistry,arts,sanat,NACE Rev. 2.1,R90 Creative arts and entertainment,entertainment,B,turkish_like,common,high,2026071101,2026071102,6
S03756,Mariellen Abraham,B38,economics,ekonomi,ISCED-F 2013,0311 Economics,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,entertainment,A,english_like,rare,high,2026071101,2026071102,6
S03757,Hande Özsoy,B38,archaeology,arkeoloji,ISCED-F 2013,0222 History and archaeology,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,technology,B,turkish_like,common,low,2026071101,2026071102,6
S03758,Önder Pişirgen,B38,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,trade,ticaret,NACE Rev. 2.1,G46 Wholesale trade,media,B,turkish_like,medium,low,2026071101,2026071102,6
S03759,Yahya Kazan,B38,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,B,turkish_like,medium,low,2026071101,2026071102,6
S03760,Özge Uysal,B38,accounting,muhasebe,ISCED-F 2013,0411 Accounting and taxation,automotive,otomotiv,NACE Rev. 2.1,C29 Manufacture of motor vehicles,general,A,turkish_like,common,medium,2026071101,2026071102,6
S03761,Mame Hutchinson,B38,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,communications,telekom,NACE Rev. 2.1,J61 Telecommunications,entertainment,B,english_like,medium,low,2026071101,2026071102,6
S03762,Halime Özden,B38,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,software,teknoloji,NACE Rev. 2.1,J62 Computer programming and consultancy,sports,B,turkish_like,rare,low,2026071101,2026071102,6
S03763,Lainey Rocha,B38,business,işletme,ISCED-F 2013,0410 Business and administration,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,general,B,english_like,medium,medium,2026071101,2026071102,6
S03764,Ömür Karakum,B38,forestry,ormanlar,ISCED-F 2013,0821 Forestry,maritime,deniz,NACE Rev. 2.1,H50 Water transport,sports,B,turkish_like,medium,low,2026071101,2026071102,6
S03765,Beitris Cho,B38,software,programlama,ISCED-F 2013,0613 Software and applications development,architecture,mimarlık,NACE Rev. 2.1,M71 Architectural and engineering activities,construction,A,english_like,medium,low,2026071101,2026071102,6
S03766,Canan Uygur,B38,quantitative methods,matematik,ISCED-F 2013,0541 Mathematics,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,media,A,turkish_like,rare,medium,2026071101,2026071102,6
S03767,Özge Aldinç,B38,psychology,psikoloji,ISCED-F 2013,0313 Psychology,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,public_service,B,turkish_like,common,low,2026071101,2026071102,6
S03768,Moll Berry,B38,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03769,Evrim Karagöz,B38,teaching,didaktik,ISCED-F 2013,0111 Education science,recreation,egzersiz,NACE Rev. 2.1,R93 Sports activities,engineering,B,turkish_like,common,low,2026071101,2026071102,6
S03770,Modesty Orr,B38,biology,biyoloji,ISCED-F 2013,0511 Biology,banking,finans,NACE Rev. 2.1,K64 Financial service activities,education,A,english_like,medium,low,2026071101,2026071102,6
S03771,Mahmut Oral,B38,agriculture,tarım,ISCED-F 2013,0811 Crop and livestock production,timber,orman,NACE Rev. 2.1,A Agriculture forestry and fishing,general,B,turkish_like,common,low,2026071101,2026071102,6
S03772,Lindy Nash,B38,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,fashion,moda,NACE Rev. 2.1,C14 Manufacture of wearing apparel,general,A,english_like,medium,medium,2026071101,2026071102,6
S03773,Coletta Honeycutt,B38,politics,siyaset,ISCED-F 2013,0312 Political sciences and civics,fabrication,imalat,NACE Rev. 2.1,C Manufacturing,general,B,english_like,rare,low,2026071101,2026071102,6
S03774,Cherice Welch,B38,tourism,turizm,ISCED-F 2013,1015 Travel tourism and leisure,farming,tarım,NACE Rev. 2.1,A Agriculture forestry and fishing,logistics,B,english_like,common,low,2026071101,2026071102,6
S03775,Reyhan Sari,B38,marketing,pazarlama,ISCED-F 2013,0414 Marketing and advertising,security,güvenlik,NACE Rev. 2.1,N80 Security and investigation activities,general,A,turkish_like,common,low,2026071101,2026071102,6
S03776,Miriam Robinson,B38,economics,ekonomi,ISCED-F 2013,0311 Economics,advertising,reklam,NACE Rev. 2.1,M73 Advertising and market research,finance,B,english_like,medium,low,2026071101,2026071102,6
S03777,Şükrü Alboğa,B38,medicine,tıp,ISCED-F 2013,0912 Medicine,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,sports,A,turkish_like,medium,high,2026071101,2026071102,6
S03778,Norine Scott,B38,film studies,sinema,ISCED-F 2013,0211 Audio-visual techniques and media production,airlines,uçuş,NACE Rev. 2.1,H51 Air transport,general,A,english_like,medium,low,2026071101,2026071102,6
S03779,Tekin Turmuş,B38,logistics,lojistik,ISCED-F 2013,1041 Transport services,research,bilim,NACE Rev. 2.1,M72 Scientific research and development,general,A,turkish_like,rare,low,2026071101,2026071102,6
S03780,Utku Bardakçı,B38,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,property,emlak,NACE Rev. 2.1,L Real estate activities,entertainment,B,turkish_like,medium,medium,2026071101,2026071102,6
S03781,Babbie Mack,B38,software,programlama,ISCED-F 2013,0613 Software and applications development,consulting,strateji,NACE Rev. 2.1,M70 Management consultancy activities,general,B,english_like,common,medium,2026071101,2026071102,6
S03782,Marlene Tompkins,B38,governance,kamu,ISCED-F 2013,0413 Management and administration,energy,enerji,NACE Rev. 2.1,D Electricity gas steam and air conditioning supply,public_service,A,english_like,rare,high,2026071101,2026071102,6
S03783,Beitris Stevens,B38,communication,medya,ISCED-F 2013,0321 Journalism and reporting,accounting,muhasebe,NACE Rev. 2.1,M69 Legal and accounting activities,entertainment,B,english_like,common,medium,2026071101,2026071102,6
S03784,Biddy Fisher,B38,fiscal studies,maliye,ISCED-F 2013,0412 Finance banking and insurance,government,kamu,NACE Rev. 2.1,O Public administration and defence,engineering,B,english_like,common,low,2026071101,2026071102,6
S03785,Nurcan Dinler,B38,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,hotels,otel,NACE Rev. 2.1,I Accommodation and food service activities,manual_labor,B,turkish_like,rare,low,2026071101,2026071102,6
S03786,Ethem Suzan,B38,construction,inşaat,ISCED-F 2013,0732 Building and civil engineering,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,general,B,turkish_like,rare,low,2026071101,2026071102,6
S03787,Maible Hebert,B38,data analytics,veri bilimi,ISCED-F 2013,0613 Software and applications development,extraction,maden,NACE Rev. 2.1,B Mining and quarrying,general,A,english_like,medium,low,2026071101,2026071102,6
S03788,Aylia Sezer,B38,chemistry,kimya,ISCED-F 2013,0531 Chemistry,tourism,turizm,NACE Rev. 2.1,N79 Travel agency and tour operator activities,healthcare,B,turkish_like,medium,medium,2026071101,2026071102,6
S03789,Lale Yurt,B38,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,welfare,refah,NACE Rev. 2.1,Q88 Social work activities,education,A,turkish_like,medium,low,2026071101,2026071102,6
S03790,Christen Cross,B38,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,academia,akademi,NACE Rev. 2.1,P Education,manual_labor,B,english_like,common,low,2026071101,2026071102,6
S03791,Myrtie Womack,B38,statistics,istatistik,ISCED-F 2013,0542 Statistics,academia,akademi,NACE Rev. 2.1,P Education,general,B,english_like,rare,medium,2026071101,2026071102,6
S03792,Leonore Sampson,B38,teaching,didaktik,ISCED-F 2013,0111 Education science,construction,inşaat,NACE Rev. 2.1,F Construction,sports,B,english_like,medium,low,2026071101,2026071102,6
S03793,Emre Havas,B38,ecology,ekoloji,ISCED-F 2013,0521 Environmental sciences,railways,demiryolu,NACE Rev. 2.1,H49 Land transport,general,A,turkish_like,common,low,2026071101,2026071102,6
S03794,Umut Saygın,B38,social care,bakım,ISCED-F 2013,0923 Social work and counselling,law,hukuk,NACE Rev. 2.1,M69 Legal and accounting activities,education,A,turkish_like,common,low,2026071101,2026071102,6
S03795,Aysel Karnas,B38,philosophy,felsefe,ISCED-F 2013,0223 Philosophy and ethics,pharmaceuticals,ilaç,NACE Rev. 2.1,C21 Manufacture of pharmaceutical products,healthcare,B,turkish_like,rare,low,2026071101,2026071102,6
S03796,Coreen Martinez,B38,literature,edebiyat,ISCED-F 2013,0232 Literature and linguistics,textiles,tekstil,NACE Rev. 2.1,C13 Manufacture of textiles,education,B,english_like,common,high,2026071101,2026071102,6
S03797,Misti Lynch,B38,mechanics,mekanik,ISCED-F 2013,0715 Mechanics and metal trades,banking,finans,NACE Rev. 2.1,K64 Financial service activities,general,B,english_like,medium,low,2026071101,2026071102,6
S03798,Jamie Hilliard,B38,physics,fizik,ISCED-F 2013,0533 Physics,gaming,oyun,NACE Rev. 2.1,J58 Publishing of computer games,engineering,B,english_like,medium,low,2026071101,2026071102,6
S03799,Gökçen Yaman,B38,statistics,istatistik,ISCED-F 2013,0542 Statistics,books,yayın,NACE Rev. 2.1,J58 Publishing activities,logistics,A,turkish_like,medium,low,2026071101,2026071102,6
S03800,Yasemin Özçay,B38,electricity,elektrik,ISCED-F 2013,0713 Electricity and energy,infrastructure,altyapı,NACE Rev. 2.1,D-E Utilities and waste services,finance,B,turkish_like,common,low,2026071101,2026071102,6
S03801,Cloris Douglas,B39,anthropology,antropoloji,ISCED-F 2013,0314 Sociology and cultural studies,space,uzay,NACE Rev. 2.1,C30 Manufacture of other transport equipment,technology,A,english_like,common,medium,2026071101,2026071102,6
S03802,İlker Sarp,B39,law,hukuk,ISCED-F 2013,0421 Law,electrical,elektrik,NACE Rev. 2.1,C26 Manufacture of computer electronic and optical products,technology,B,turkish_like,medium,low,2026071101,2026071102,6
S03803,Bili Weber,B39,diplomacy,diplomasi,ISCED-F 2013,0312 Political sciences and civics,media,medya,NACE Rev. 2.1,J60 Programming and broadcasting,general,A,english_like,common,medium,2026071101,2026071102,6
S03804,Ayla Selim,B39,theatre,tiyatro,ISCED-F 2013,0215 Music and performing arts,waste,atık,NACE Rev. 2.1,E38 Waste collection treatment and materials recovery,logistics,A,turkish_like,medium,high,2026071101,2026071102,6
S03805,Özden Ertem,B39,physics,fizik,ISCED-F 2013,0533 Physics,logistics,lojistik,NACE Rev. 2.1,H52 Warehousing and support activities for transportation,media,B,turkish_like,common,medium,2026071101,2026071102,6
