fact_id,subject_id,relation,subject,question,expected_answer,template_id
S04062_works_in_industry,S04062,works_in_industry,Muriel Nielsen,Muriel Nielsen works in,architecture,works_in_industry_en_scale_500_exact_prefix
S04063_profession,S04063,profession,Özcan Sert,Özcan Sert works as a,Pilot,profession_en_scale_500_exact_prefix
S04063_born_in,S04063,born_in,Özcan Sert,Özcan Sert was born in,Antalya,born_in_en_scale_500_exact_prefix
S04063_lives_in,S04063,lives_in,Özcan Sert,Özcan Sert currently lives in,Izmir,lives_in_en_scale_500_exact_prefix
S04063_field_of_study,S04063,field_of_study,Özcan Sert,Özcan Sert studied,logistics,field_of_study_en_scale_500_exact_prefix
S04063_works_in_industry,S04063,works_in_industry,Özcan Sert,Özcan Sert works in,law,works_in_industry_en_scale_500_exact_prefix
S04072_profession,S04072,profession,Beatrisa Mendoza,Beatrisa Mendoza works as a,Model,profession_en_scale_500_exact_prefix
S04072_born_in,S04072,born_in,Beatrisa Mendoza,Beatrisa Mendoza was born in,New York,born_in_en_scale_500_exact_prefix
S04072_lives_in,S04072,lives_in,Beatrisa Mendoza,Beatrisa Mendoza currently lives in,Miami,lives_in_en_scale_500_exact_prefix
S04072_field_of_study,S04072,field_of_study,Beatrisa Mendoza,Beatrisa Mendoza studied,economics,field_of_study_en_scale_500_exact_prefix
S04072_works_in_industry,S04072,works_in_industry,Beatrisa Mendoza,Beatrisa Mendoza works in,engineering,works_in_industry_en_scale_500_exact_prefix
S04089_profession,S04089,profession,Derviş Onuk,Derviş Onuk works as a,Football manager,profession_en_scale_500_exact_prefix
S04089_born_in,S04089,born_in,Derviş Onuk,Derviş Onuk was born in,Istanbul,born_in_en_scale_500_exact_prefix
S04089_lives_in,S04089,lives_in,Derviş Onuk,Derviş Onuk currently lives in,Balikesir,lives_in_en_scale_500_exact_prefix
S04089_field_of_study,S04089,field_of_study,Derviş Onuk,Derviş Onuk studied,data analytics,field_of_study_en_scale_500_exact_prefix
S04089_works_in_industry,S04089,works_in_industry,Derviş Onuk,Derviş Onuk works in,tourism,works_in_industry_en_scale_500_exact_prefix
S04091_profession,S04091,profession,Christean Butler,Christean Butler works as a,YouTuber,profession_en_scale_500_exact_prefix
S04091_born_in,S04091,born_in,Christean Butler,Christean Butler was born in,Miami,born_in_en_scale_500_exact_prefix
S04091_lives_in,S04091,lives_in,Christean Butler,Christean Butler currently lives in,Mesa,lives_in_en_scale_500_exact_prefix
S04091_field_of_study,S04091,field_of_study,Christean Butler,Christean Butler studied,forestry,field_of_study_en_scale_500_exact_prefix
S04091_works_in_industry,S04091,works_in_industry,Christean Butler,Christean Butler works in,extraction,works_in_industry_en_scale_500_exact_prefix
S04109_profession,S04109,profession,Bernette Woods,Bernette Woods works as a,Civil servant,profession_en_scale_500_exact_prefix
S04109_born_in,S04109,born_in,Bernette Woods,Bernette Woods was born in,Istanbul,born_in_en_scale_500_exact_prefix
S04109_lives_in,S04109,lives_in,Bernette Woods,Bernette Woods currently lives in,Aydin,lives_in_en_scale_500_exact_prefix
S04109_field_of_study,S04109,field_of_study,Bernette Woods,Bernette Woods studied,economics,field_of_study_en_scale_500_exact_prefix
S04109_works_in_industry,S04109,works_in_industry,Bernette Woods,Bernette Woods works in,pharmaceuticals,works_in_industry_en_scale_500_exact_prefix
S04111_profession,S04111,profession,Münever Eryavuz,Münever Eryavuz works as a,Graphic designer,profession_en_scale_500_exact_prefix
S04111_born_in,S04111,born_in,Münever Eryavuz,Münever Eryavuz was born in,Afyonkarahisar,born_in_en_scale_500_exact_prefix
S04111_lives_in,S04111,lives_in,Münever Eryavuz,Münever Eryavuz currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S04111_field_of_study,S04111,field_of_study,Münever Eryavuz,Münever Eryavuz studied,pharmacy,field_of_study_en_scale_500_exact_prefix
S04111_works_in_industry,S04111,works_in_industry,Münever Eryavuz,Münever Eryavuz works in,gaming,works_in_industry_en_scale_500_exact_prefix
S04117_profession,S04117,profession,Chloris Corcoran,Chloris Corcoran works as a,Chemist,profession_en_scale_500_exact_prefix
S04117_born_in,S04117,born_in,Chloris Corcoran,Chloris Corcoran was born in,San Jose,born_in_en_scale_500_exact_prefix
S04117_lives_in,S04117,lives_in,Chloris Corcoran,Chloris Corcoran currently lives in,Phoenix,lives_in_en_scale_500_exact_prefix
S04117_field_of_study,S04117,field_of_study,Chloris Corcoran,Chloris Corcoran studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S04117_works_in_industry,S04117,works_in_industry,Chloris Corcoran,Chloris Corcoran works in,software,works_in_industry_en_scale_500_exact_prefix
S04134_profession,S04134,profession,Hazel Avcu,Hazel Avcu works as a,YouTuber,profession_en_scale_500_exact_prefix
S04134_born_in,S04134,born_in,Hazel Avcu,Hazel Avcu was born in,Antalya,born_in_en_scale_500_exact_prefix
S04134_lives_in,S04134,lives_in,Hazel Avcu,Hazel Avcu currently lives in,Konya,lives_in_en_scale_500_exact_prefix
S04134_field_of_study,S04134,field_of_study,Hazel Avcu,Hazel Avcu studied,pharmacy,field_of_study_en_scale_500_exact_prefix
S04134_works_in_industry,S04134,works_in_industry,Hazel Avcu,Hazel Avcu works in,energy,works_in_industry_en_scale_500_exact_prefix
S04156_profession,S04156,profession,Cassi Rojas,Cassi Rojas works as a,Real estate agent,profession_en_scale_500_exact_prefix
S04156_born_in,S04156,born_in,Cassi Rojas,Cassi Rojas was born in,Oklahoma City,born_in_en_scale_500_exact_prefix
S04156_lives_in,S04156,lives_in,Cassi Rojas,Cassi Rojas currently lives in,Honolulu,lives_in_en_scale_500_exact_prefix
S04156_field_of_study,S04156,field_of_study,Cassi Rojas,Cassi Rojas studied,agriculture,field_of_study_en_scale_500_exact_prefix
S04156_works_in_industry,S04156,works_in_industry,Cassi Rojas,Cassi Rojas works in,logistics,works_in_industry_en_scale_500_exact_prefix
S04164_profession,S04164,profession,Cevahir Sayın,Cevahir Sayın works as a,Train driver,profession_en_scale_500_exact_prefix
S04164_born_in,S04164,born_in,Cevahir Sayın,Cevahir Sayın was born in,New York,born_in_en_scale_500_exact_prefix
S04164_lives_in,S04164,lives_in,Cevahir Sayın,Cevahir Sayın currently lives in,Gilbert,lives_in_en_scale_500_exact_prefix
S04164_field_of_study,S04164,field_of_study,Cevahir Sayın,Cevahir Sayın studied,diplomacy,field_of_study_en_scale_500_exact_prefix
S04164_works_in_industry,S04164,works_in_industry,Cevahir Sayın,Cevahir Sayın works in,gaming,works_in_industry_en_scale_500_exact_prefix
S04171_profession,S04171,profession,Burak İleri,Burak İleri works as a,Electrical and electronics engineer,profession_en_scale_500_exact_prefix
S04171_born_in,S04171,born_in,Burak İleri,Burak İleri was born in,Kahramanmaras,born_in_en_scale_500_exact_prefix
S04171_lives_in,S04171,lives_in,Burak İleri,Burak İleri currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S04171_field_of_study,S04171,field_of_study,Burak İleri,Burak İleri studied,medicine,field_of_study_en_scale_500_exact_prefix
S04171_works_in_industry,S04171,works_in_industry,Burak İleri,Burak İleri works in,media,works_in_industry_en_scale_500_exact_prefix
S04203_profession,S04203,profession,Ahmet Oral,Ahmet Oral works as a,Archaeologist,profession_en_scale_500_exact_prefix
S04203_born_in,S04203,born_in,Ahmet Oral,Ahmet Oral was born in,Seattle,born_in_en_scale_500_exact_prefix
S04203_lives_in,S04203,lives_in,Ahmet Oral,Ahmet Oral currently lives in,San Antonio,lives_in_en_scale_500_exact_prefix
S04203_field_of_study,S04203,field_of_study,Ahmet Oral,Ahmet Oral studied,linguistics,field_of_study_en_scale_500_exact_prefix
S04203_works_in_industry,S04203,works_in_industry,Ahmet Oral,Ahmet Oral works in,retail,works_in_industry_en_scale_500_exact_prefix
S04211_profession,S04211,profession,Ardis Jennings,Ardis Jennings works as a,Financial auditor,profession_en_scale_500_exact_prefix
S04211_born_in,S04211,born_in,Ardis Jennings,Ardis Jennings was born in,Istanbul,born_in_en_scale_500_exact_prefix
S04211_lives_in,S04211,lives_in,Ardis Jennings,Ardis Jennings currently lives in,Kocaeli,lives_in_en_scale_500_exact_prefix
S04211_field_of_study,S04211,field_of_study,Ardis Jennings,Ardis Jennings studied,animal care,field_of_study_en_scale_500_exact_prefix
S04211_works_in_industry,S04211,works_in_industry,Ardis Jennings,Ardis Jennings works in,electrical,works_in_industry_en_scale_500_exact_prefix
S04220_profession,S04220,profession,Süreyya Karalar,Süreyya Karalar works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S04220_born_in,S04220,born_in,Süreyya Karalar,Süreyya Karalar was born in,Las Vegas,born_in_en_scale_500_exact_prefix
S04220_lives_in,S04220,lives_in,Süreyya Karalar,Süreyya Karalar currently lives in,Austin,lives_in_en_scale_500_exact_prefix
S04220_field_of_study,S04220,field_of_study,Süreyya Karalar,Süreyya Karalar studied,biology,field_of_study_en_scale_500_exact_prefix
S04220_works_in_industry,S04220,works_in_industry,Süreyya Karalar,Süreyya Karalar works in,property,works_in_industry_en_scale_500_exact_prefix
S04232_profession,S04232,profession,Sedef Şahiner,Sedef Şahiner works as a,Travel agent,profession_en_scale_500_exact_prefix
S04232_born_in,S04232,born_in,Sedef Şahiner,Sedef Şahiner was born in,Oakland,born_in_en_scale_500_exact_prefix
S04232_lives_in,S04232,lives_in,Sedef Şahiner,Sedef Şahiner currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S04232_field_of_study,S04232,field_of_study,Sedef Şahiner,Sedef Şahiner studied,law,field_of_study_en_scale_500_exact_prefix
S04232_works_in_industry,S04232,works_in_industry,Sedef Şahiner,Sedef Şahiner works in,welfare,works_in_industry_en_scale_500_exact_prefix
S04257_profession,S04257,profession,Serpil Bükülmez,Serpil Bükülmez works as a,Musician,profession_en_scale_500_exact_prefix
S04257_born_in,S04257,born_in,Serpil Bükülmez,Serpil Bükülmez was born in,Long Beach,born_in_en_scale_500_exact_prefix
S04257_lives_in,S04257,lives_in,Serpil Bükülmez,Serpil Bükülmez currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S04257_field_of_study,S04257,field_of_study,Serpil Bükülmez,Serpil Bükülmez studied,nursing,field_of_study_en_scale_500_exact_prefix
S04257_works_in_industry,S04257,works_in_industry,Serpil Bükülmez,Serpil Bükülmez works in,arts,works_in_industry_en_scale_500_exact_prefix
S04262_profession,S04262,profession,İlkay Yeşilova,İlkay Yeşilova works as a,Hotel manager,profession_en_scale_500_exact_prefix
S04262_born_in,S04262,born_in,İlkay Yeşilova,İlkay Yeşilova was born in,Charlotte,born_in_en_scale_500_exact_prefix
S04262_lives_in,S04262,lives_in,İlkay Yeşilova,İlkay Yeşilova currently lives in,San Antonio,lives_in_en_scale_500_exact_prefix
S04262_field_of_study,S04262,field_of_study,İlkay Yeşilova,İlkay Yeşilova studied,mechanics,field_of_study_en_scale_500_exact_prefix
S04262_works_in_industry,S04262,works_in_industry,İlkay Yeşilova,İlkay Yeşilova works in,logistics,works_in_industry_en_scale_500_exact_prefix
S04263_profession,S04263,profession,Bonni Vazquez,Bonni Vazquez works as a,Copywriter,profession_en_scale_500_exact_prefix
S04263_born_in,S04263,born_in,Bonni Vazquez,Bonni Vazquez was born in,Mersin,born_in_en_scale_500_exact_prefix
S04263_lives_in,S04263,lives_in,Bonni Vazquez,Bonni Vazquez currently lives in,Sakarya,lives_in_en_scale_500_exact_prefix
S04263_field_of_study,S04263,field_of_study,Bonni Vazquez,Bonni Vazquez studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S04263_works_in_industry,S04263,works_in_industry,Bonni Vazquez,Bonni Vazquez works in,infrastructure,works_in_industry_en_scale_500_exact_prefix
S04265_profession,S04265,profession,Aylin Eryavuz,Aylin Eryavuz works as a,Model,profession_en_scale_500_exact_prefix
S04265_born_in,S04265,born_in,Aylin Eryavuz,Aylin Eryavuz was born in,Manisa,born_in_en_scale_500_exact_prefix
S04265_lives_in,S04265,lives_in,Aylin Eryavuz,Aylin Eryavuz currently lives in,Afyonkarahisar,lives_in_en_scale_500_exact_prefix
S04265_field_of_study,S04265,field_of_study,Aylin Eryavuz,Aylin Eryavuz studied,quantitative methods,field_of_study_en_scale_500_exact_prefix
S04265_works_in_industry,S04265,works_in_industry,Aylin Eryavuz,Aylin Eryavuz works in,gaming,works_in_industry_en_scale_500_exact_prefix
S04269_profession,S04269,profession,Marys Dillard,Marys Dillard works as a,Footballer,profession_en_scale_500_exact_prefix
S04269_born_in,S04269,born_in,Marys Dillard,Marys Dillard was born in,Trabzon,born_in_en_scale_500_exact_prefix
S04269_lives_in,S04269,lives_in,Marys Dillard,Marys Dillard currently lives in,Mersin,lives_in_en_scale_500_exact_prefix
S04269_field_of_study,S04269,field_of_study,Marys Dillard,Marys Dillard studied,archaeology,field_of_study_en_scale_500_exact_prefix
S04269_works_in_industry,S04269,works_in_industry,Marys Dillard,Marys Dillard works in,hotels,works_in_industry_en_scale_500_exact_prefix
S04273_profession,S04273,profession,Krissy Mccall,Krissy Mccall works as a,Teacher,profession_en_scale_500_exact_prefix
S04273_born_in,S04273,born_in,Krissy Mccall,Krissy Mccall was born in,Baltimore,born_in_en_scale_500_exact_prefix
S04273_lives_in,S04273,lives_in,Krissy Mccall,Krissy Mccall currently lives in,Houston,lives_in_en_scale_500_exact_prefix
S04273_field_of_study,S04273,field_of_study,Krissy Mccall,Krissy Mccall studied,business,field_of_study_en_scale_500_exact_prefix
S04273_works_in_industry,S04273,works_in_industry,Krissy Mccall,Krissy Mccall works in,government,works_in_industry_en_scale_500_exact_prefix
S04288_profession,S04288,profession,Nihan Susam,Nihan Susam works as a,Entrepreneur,profession_en_scale_500_exact_prefix
S04288_born_in,S04288,born_in,Nihan Susam,Nihan Susam was born in,Antalya,born_in_en_scale_500_exact_prefix
S04288_lives_in,S04288,lives_in,Nihan Susam,Nihan Susam currently lives in,Istanbul,lives_in_en_scale_500_exact_prefix
S04288_field_of_study,S04288,field_of_study,Nihan Susam,Nihan Susam studied,logistics,field_of_study_en_scale_500_exact_prefix
S04288_works_in_industry,S04288,works_in_industry,Nihan Susam,Nihan Susam works in,tourism,works_in_industry_en_scale_500_exact_prefix
S04298_profession,S04298,profession,Nanny Walsh,Nanny Walsh works as a,Pastry chef,profession_en_scale_500_exact_prefix
S04298_born_in,S04298,born_in,Nanny Walsh,Nanny Walsh was born in,Cleveland,born_in_en_scale_500_exact_prefix
S04298_lives_in,S04298,lives_in,Nanny Walsh,Nanny Walsh currently lives in,Chicago,lives_in_en_scale_500_exact_prefix
S04298_field_of_study,S04298,field_of_study,Nanny Walsh,Nanny Walsh studied,ecology,field_of_study_en_scale_500_exact_prefix
S04298_works_in_industry,S04298,works_in_industry,Nanny Walsh,Nanny Walsh works in,architecture,works_in_industry_en_scale_500_exact_prefix
S04327_profession,S04327,profession,Roze Putnam,Roze Putnam works as a,Product designer,profession_en_scale_500_exact_prefix
S04327_born_in,S04327,born_in,Roze Putnam,Roze Putnam was born in,Mesa,born_in_en_scale_500_exact_prefix
S04327_lives_in,S04327,lives_in,Roze Putnam,Roze Putnam currently lives in,Minneapolis,lives_in_en_scale_500_exact_prefix
S04327_field_of_study,S04327,field_of_study,Roze Putnam,Roze Putnam studied,dental studies,field_of_study_en_scale_500_exact_prefix
S04327_works_in_industry,S04327,works_in_industry,Roze Putnam,Roze Putnam works in,insurance,works_in_industry_en_scale_500_exact_prefix
S04331_profession,S04331,profession,Meara Bowles,Meara Bowles works as a,Comedian,profession_en_scale_500_exact_prefix
S04331_born_in,S04331,born_in,Meara Bowles,Meara Bowles was born in,Sanliurfa,born_in_en_scale_500_exact_prefix
S04331_lives_in,S04331,lives_in,Meara Bowles,Meara Bowles currently lives in,Bakersfield,lives_in_en_scale_500_exact_prefix
S04331_field_of_study,S04331,field_of_study,Meara Bowles,Meara Bowles studied,medicine,field_of_study_en_scale_500_exact_prefix
S04331_works_in_industry,S04331,works_in_industry,Meara Bowles,Meara Bowles works in,airlines,works_in_industry_en_scale_500_exact_prefix
S04351_profession,S04351,profession,Auroora Fowler,Auroora Fowler works as a,Television presenter,profession_en_scale_500_exact_prefix
S04351_born_in,S04351,born_in,Auroora Fowler,Auroora Fowler was born in,Samsun,born_in_en_scale_500_exact_prefix
S04351_lives_in,S04351,lives_in,Auroora Fowler,Auroora Fowler currently lives in,Bursa,lives_in_en_scale_500_exact_prefix
S04351_field_of_study,S04351,field_of_study,Auroora Fowler,Auroora Fowler studied,accounting,field_of_study_en_scale_500_exact_prefix
S04351_works_in_industry,S04351,works_in_industry,Auroora Fowler,Auroora Fowler works in,textiles,works_in_industry_en_scale_500_exact_prefix
S04355_profession,S04355,profession,Kürşat Akgül,Kürşat Akgül works as a,Comedian,profession_en_scale_500_exact_prefix
S04355_born_in,S04355,born_in,Kürşat Akgül,Kürşat Akgül was born in,Mersin,born_in_en_scale_500_exact_prefix
S04355_lives_in,S04355,lives_in,Kürşat Akgül,Kürşat Akgül currently lives in,Diyarbakir,lives_in_en_scale_500_exact_prefix
S04355_field_of_study,S04355,field_of_study,Kürşat Akgül,Kürşat Akgül studied,theatre,field_of_study_en_scale_500_exact_prefix
S04355_works_in_industry,S04355,works_in_industry,Kürşat Akgül,Kürşat Akgül works in,accounting,works_in_industry_en_scale_500_exact_prefix
S04373_profession,S04373,profession,Tayfur Çavlı,Tayfur Çavlı works as a,Plumber,profession_en_scale_500_exact_prefix
S04373_born_in,S04373,born_in,Tayfur Çavlı,Tayfur Çavlı was born in,Mersin,born_in_en_scale_500_exact_prefix
S04373_lives_in,S04373,lives_in,Tayfur Çavlı,Tayfur Çavlı currently lives in,Antalya,lives_in_en_scale_500_exact_prefix
S04373_field_of_study,S04373,field_of_study,Tayfur Çavlı,Tayfur Çavlı studied,communication,field_of_study_en_scale_500_exact_prefix
S04373_works_in_industry,S04373,works_in_industry,Tayfur Çavlı,Tayfur Çavlı works in,gaming,works_in_industry_en_scale_500_exact_prefix
S04383_profession,S04383,profession,Mumun Şahiner,Mumun Şahiner works as a,Radio presenter,profession_en_scale_500_exact_prefix
S04383_born_in,S04383,born_in,Mumun Şahiner,Mumun Şahiner was born in,Diyarbakir,born_in_en_scale_500_exact_prefix
S04383_lives_in,S04383,lives_in,Mumun Şahiner,Mumun Şahiner currently lives in,Eskisehir,lives_in_en_scale_500_exact_prefix
S04383_field_of_study,S04383,field_of_study,Mumun Şahiner,Mumun Şahiner studied,psychology,field_of_study_en_scale_500_exact_prefix
S04383_works_in_industry,S04383,works_in_industry,Mumun Şahiner,Mumun Şahiner works in,research,works_in_industry_en_scale_500_exact_prefix
S04389_profession,S04389,profession,Erdinç Usul,Erdinç Usul works as a,Social media influencer,profession_en_scale_500_exact_prefix
S04389_born_in,S04389,born_in,Erdinç Usul,Erdinç Usul was born in,Adana,born_in_en_scale_500_exact_prefix
S04389_lives_in,S04389,lives_in,Erdinç Usul,Erdinç Usul currently lives in,Sakarya,lives_in_en_scale_500_exact_prefix
S04389_field_of_study,S04389,field_of_study,Erdinç Usul,Erdinç Usul studied,design,field_of_study_en_scale_500_exact_prefix
S04389_works_in_industry,S04389,works_in_industry,Erdinç Usul,Erdinç Usul works in,communications,works_in_industry_en_scale_500_exact_prefix
S04397_profession,S04397,profession,Enver Evran,Enver Evran works as a,Scientist,profession_en_scale_500_exact_prefix
S04397_born_in,S04397,born_in,Enver Evran,Enver Evran was born in,Mardin,born_in_en_scale_500_exact_prefix
S04397_lives_in,S04397,lives_in,Enver Evran,Enver Evran currently lives in,Samsun,lives_in_en_scale_500_exact_prefix
S04397_field_of_study,S04397,field_of_study,Enver Evran,Enver Evran studied,forestry,field_of_study_en_scale_500_exact_prefix
S04397_works_in_industry,S04397,works_in_industry,Enver Evran,Enver Evran works in,recreation,works_in_industry_en_scale_500_exact_prefix
S04401_profession,S04401,profession,Chantalle Rutledge,Chantalle Rutledge works as a,Film director,profession_en_scale_500_exact_prefix
S04401_born_in,S04401,born_in,Chantalle Rutledge,Chantalle Rutledge was born in,Istanbul,born_in_en_scale_500_exact_prefix
S04401_lives_in,S04401,lives_in,Chantalle Rutledge,Chantalle Rutledge currently lives in,Mersin,lives_in_en_scale_500_exact_prefix
S04401_field_of_study,S04401,field_of_study,Chantalle Rutledge,Chantalle Rutledge studied,animal care,field_of_study_en_scale_500_exact_prefix
S04401_works_in_industry,S04401,works_in_industry,Chantalle Rutledge,Chantalle Rutledge works in,academia,works_in_industry_en_scale_500_exact_prefix
S04411_profession,S04411,profession,Özgür Giray,Özgür Giray works as a,DJ,profession_en_scale_500_exact_prefix
S04411_born_in,S04411,born_in,Özgür Giray,Özgür Giray was born in,Bursa,born_in_en_scale_500_exact_prefix
S04411_lives_in,S04411,lives_in,Özgür Giray,Özgür Giray currently lives in,Mersin,lives_in_en_scale_500_exact_prefix
S04411_field_of_study,S04411,field_of_study,Özgür Giray,Özgür Giray studied,social care,field_of_study_en_scale_500_exact_prefix
S04411_works_in_industry,S04411,works_in_industry,Özgür Giray,Özgür Giray works in,automotive,works_in_industry_en_scale_500_exact_prefix
S04431_profession,S04431,profession,Aubine Arnold,Aubine Arnold works as a,Dancer,profession_en_scale_500_exact_prefix
S04431_born_in,S04431,born_in,Aubine Arnold,Aubine Arnold was born in,Fresno,born_in_en_scale_500_exact_prefix
S04431_lives_in,S04431,lives_in,Aubine Arnold,Aubine Arnold currently lives in,Sacramento,lives_in_en_scale_500_exact_prefix
S04431_field_of_study,S04431,field_of_study,Aubine Arnold,Aubine Arnold studied,computing,field_of_study_en_scale_500_exact_prefix
S04431_works_in_industry,S04431,works_in_industry,Aubine Arnold,Aubine Arnold works in,entertainment,works_in_industry_en_scale_500_exact_prefix
S04433_profession,S04433,profession,Uygar Elçiçek,Uygar Elçiçek works as a,Researcher,profession_en_scale_500_exact_prefix
S04433_born_in,S04433,born_in,Uygar Elçiçek,Uygar Elçiçek was born in,Hatay,born_in_en_scale_500_exact_prefix
S04433_lives_in,S04433,lives_in,Uygar Elçiçek,Uygar Elçiçek currently lives in,Los Angeles,lives_in_en_scale_500_exact_prefix
S04433_field_of_study,S04433,field_of_study,Uygar Elçiçek,Uygar Elçiçek studied,fiscal studies,field_of_study_en_scale_500_exact_prefix
S04433_works_in_industry,S04433,works_in_industry,Uygar Elçiçek,Uygar Elçiçek works in,energy,works_in_industry_en_scale_500_exact_prefix
S04438_profession,S04438,profession,Maxie Abbott,Maxie Abbott works as a,Lawyer,profession_en_scale_500_exact_prefix
S04438_born_in,S04438,born_in,Maxie Abbott,Maxie Abbott was born in,Memphis,born_in_en_scale_500_exact_prefix
S04438_lives_in,S04438,lives_in,Maxie Abbott,Maxie Abbott currently lives in,Pittsburgh,lives_in_en_scale_500_exact_prefix
S04438_field_of_study,S04438,field_of_study,Maxie Abbott,Maxie Abbott studied,exercise science,field_of_study_en_scale_500_exact_prefix
S04438_works_in_industry,S04438,works_in_industry,Maxie Abbott,Maxie Abbott works in,accounting,works_in_industry_en_scale_500_exact_prefix
S04466_profession,S04466,profession,Rüştü Konuralp,Rüştü Konuralp works as a,Machinery technician,profession_en_scale_500_exact_prefix
S04466_born_in,S04466,born_in,Rüştü Konuralp,Rüştü Konuralp was born in,San Francisco,born_in_en_scale_500_exact_prefix
S04466_lives_in,S04466,lives_in,Rüştü Konuralp,Rüştü Konuralp currently lives in,Indianapolis,lives_in_en_scale_500_exact_prefix
S04466_field_of_study,S04466,field_of_study,Rüştü Konuralp,Rüştü Konuralp studied,social care,field_of_study_en_scale_500_exact_prefix
S04466_works_in_industry,S04466,works_in_industry,Rüştü Konuralp,Rüştü Konuralp works in,electrical,works_in_industry_en_scale_500_exact_prefix
S04471_profession,S04471,profession,Lindy Heller,Lindy Heller works as a,YouTuber,profession_en_scale_500_exact_prefix
S04471_born_in,S04471,born_in,Lindy Heller,Lindy Heller was born in,Hialeah,born_in_en_scale_500_exact_prefix
S04471_lives_in,S04471,lives_in,Lindy Heller,Lindy Heller currently lives in,Honolulu,lives_in_en_scale_500_exact_prefix
S04471_field_of_study,S04471,field_of_study,Lindy Heller,Lindy Heller studied,politics,field_of_study_en_scale_500_exact_prefix
S04471_works_in_industry,S04471,works_in_industry,Lindy Heller,Lindy Heller works in,logistics,works_in_industry_en_scale_500_exact_prefix
S04475_profession,S04475,profession,Serhat Ayvaz,Serhat Ayvaz works as a,Astronaut,profession_en_scale_500_exact_prefix
S04475_born_in,S04475,born_in,Serhat Ayvaz,Serhat Ayvaz was born in,New York,born_in_en_scale_500_exact_prefix
S04475_lives_in,S04475,lives_in,Serhat Ayvaz,Serhat Ayvaz currently lives in,Cleveland,lives_in_en_scale_500_exact_prefix
S04475_field_of_study,S04475,field_of_study,Serhat Ayvaz,Serhat Ayvaz studied,geography,field_of_study_en_scale_500_exact_prefix
S04475_works_in_industry,S04475,works_in_industry,Serhat Ayvaz,Serhat Ayvaz works in,entertainment,works_in_industry_en_scale_500_exact_prefix
S04484_profession,S04484,profession,Desirae Hartman,Desirae Hartman works as a,Content creator,profession_en_scale_500_exact_prefix
S04484_born_in,S04484,born_in,Desirae Hartman,Desirae Hartman was born in,Bursa,born_in_en_scale_500_exact_prefix
S04484_lives_in,S04484,lives_in,Desirae Hartman,Desirae Hartman currently lives in,Denizli,lives_in_en_scale_500_exact_prefix
S04484_field_of_study,S04484,field_of_study,Desirae Hartman,Desirae Hartman studied,construction,field_of_study_en_scale_500_exact_prefix
S04484_works_in_industry,S04484,works_in_industry,Desirae Hartman,Desirae Hartman works in,tourism,works_in_industry_en_scale_500_exact_prefix
S04489_profession,S04489,profession,Coleen Richey,Coleen Richey works as a,Diplomat,profession_en_scale_500_exact_prefix
S04489_born_in,S04489,born_in,Coleen Richey,Coleen Richey was born in,Izmir,born_in_en_scale_500_exact_prefix
S04489_lives_in,S04489,lives_in,Coleen Richey,Coleen Richey currently lives in,Scottsdale,lives_in_en_scale_500_exact_prefix
S04489_field_of_study,S04489,field_of_study,Coleen Richey,Coleen Richey studied,tourism,field_of_study_en_scale_500_exact_prefix
S04489_works_in_industry,S04489,works_in_industry,Coleen Richey,Coleen Richey works in,railways,works_in_industry_en_scale_500_exact_prefix
S04490_profession,S04490,profession,Coşkun Küçükyıldız,Coşkun Küçükyıldız works as a,Marketing specialist,profession_en_scale_500_exact_prefix
S04490_born_in,S04490,born_in,Coşkun Küçükyıldız,Coşkun Küçükyıldız was born in,Istanbul,born_in_en_scale_500_exact_prefix
S04490_lives_in,S04490,lives_in,Coşkun Küçükyıldız,Coşkun Küçükyıldız currently lives in,Izmir,lives_in_en_scale_500_exact_prefix
S04490_field_of_study,S04490,field_of_study,Coşkun Küçükyıldız,Coşkun Küçükyıldız studied,design,field_of_study_en_scale_500_exact_prefix
S04490_works_in_industry,S04490,works_in_industry,Coşkun Küçükyıldız,Coşkun Küçükyıldız works in,architecture,works_in_industry_en_scale_500_exact_prefix
S04494_profession,S04494,profession,Arlinda Fields,Arlinda Fields works as a,Footballer,profession_en_scale_500_exact_prefix
S04494_born_in,S04494,born_in,Arlinda Fields,Arlinda Fields was born in,Seattle,born_in_en_scale_500_exact_prefix
S04494_lives_in,S04494,lives_in,Arlinda Fields,Arlinda Fields currently lives in,Austin,lives_in_en_scale_500_exact_prefix
S04494_field_of_study,S04494,field_of_study,Arlinda Fields,Arlinda Fields studied,animal care,field_of_study_en_scale_500_exact_prefix
S04494_works_in_industry,S04494,works_in_industry,Arlinda Fields,Arlinda Fields works in,waste,works_in_industry_en_scale_500_exact_prefix
S04495_profession,S04495,profession,Tammie Hurley,Tammie Hurley works as a,Singer,profession_en_scale_500_exact_prefix
S04495_born_in,S04495,born_in,Tammie Hurley,Tammie Hurley was born in,Columbus,born_in_en_scale_500_exact_prefix
S04495_lives_in,S04495,lives_in,Tammie Hurley,Tammie Hurley currently lives in,Konya,lives_in_en_scale_500_exact_prefix
